AgentID;AgentName;Team;Personality;Openness;Conscientiousness;Extraversion;Agreeableness;Neuroticism;Stability;PrevMood_P;PrevMood_A;PrevMood_D;EventID;Emotion;EmotionIntensity;NewMood_P;NewMood_A;NewMood_D;Action;Time
1;NPC_1;Blue;Independent;0,258;0,307;0,296;0,209;0,634;0,366;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,071;-0,073;-0,115;WatchCalmly;2,018
2;NPC_2;Blue;Accommodating;0,312;0,171;0,457;0,303;0,361;0,639;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,013;-0,007;-0,036;WatchCalmly;2,018
3;NPC_3;Red;Accommodating;0,462;0,097;0,102;0,115;0,267;0,733;0,000;0,000;0,000;teamScores;Gratification;0,982;0,101;0,039;0,065;Celebrate;2,018
4;NPC_4;Blue;Independent;0,828;0,591;0,511;0,485;0,121;0,879;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,000;-0,010;-0,021;WatchCalmly;2,018
5;NPC_5;Red;Independent;0,275;0,337;0,361;0,247;0,564;0,436;0,000;0,000;0,000;teamScores;Gratification;1,000;0,141;0,076;0,099;Chant;2,018
6;NPC_6;Blue;Independent;0,739;0,523;0,561;0,441;0,194;0,806;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,002;-0,009;-0,021;WatchCalmly;2,018
7;NPC_7;Red;Independent;0,241;0,221;0,566;0,177;0,425;0,575;0,000;0,000;0,000;teamScores;Gratification;1,000;0,127;0,057;0,101;Chant;2,018
8;NPC_8;Blue;Obsessive_Compulsive;0,233;0,680;0,234;0,477;0,672;0,328;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,059;-0,062;-0,131;WatchCalmly;2,018
9;NPC_9;Blue;Avoidant;0,440;0,573;0,386;0,371;0,928;0,072;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,082;-0,059;-0,133;Boo;2,018
10;NPC_10;Blue;Obsessive_Compulsive;0,383;0,834;0,827;0,640;0,301;0,699;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,008;0,001;-0,019;FormGroup;2,018
11;NPC_11;Blue;Independent;0,678;0,533;0,353;0,101;0,307;0,693;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,022;-0,015;-0,030;Boo;2,018
12;NPC_12;Blue;Dependent;0,630;0,292;0,697;0,707;0,796;0,204;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,044;-0,048;-0,101;WatchCalmly;2,018
13;NPC_13;Blue;Laissez_faire;0,466;0,246;0,389;0,255;0,674;0,326;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,070;-0,071;-0,108;WatchCalmly;2,018
14;NPC_14;Red;Obsessive_Compulsive;0,045;0,633;0,210;0,620;0,825;0,175;0,000;0,000;0,000;teamScores;Gratification;1,000;0,184;0,128;0,090;Chant;2,018
15;NPC_15;Red;Accommodating;0,308;0,248;0,464;0,312;0,507;0,493;0,000;0,000;0,000;teamScores;Gratification;1,000;0,140;0,071;0,100;Chant;2,018
16;NPC_16;Red;Avoidant;0,783;0,853;0,423;0,242;0,838;0,162;0,000;0,000;0,000;teamScores;Gratification;1,000;0,165;0,112;0,138;Celebrate;2,018
17;NPC_17;Red;Obsessive_Compulsive;0,063;0,395;0,300;0,315;0,674;0,326;0,000;0,000;0,000;teamScores;Gratification;1,000;0,153;0,092;0,096;Chant;2,018
18;NPC_18;Red;Avoidant;0,410;0,412;0,266;0,070;0,945;0,055;0,000;0,000;0,000;teamScores;Gratification;1,000;0,158;0,120;0,130;Chant;2,018
19;NPC_19;Blue;Accommodating;0,804;0,371;0,540;0,755;0,154;0,846;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,010;-0,002;-0,026;WatchCalmly;2,018
20;NPC_20;Blue;Avoidant;0,401;0,561;0,393;0,397;0,741;0,259;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,066;-0,064;-0,118;WatchCalmly;2,018
21;NPC_21;Red;Dependent;0,785;0,611;0,490;0,802;0,978;0,022;0,000;0,000;0,000;teamScores;Gratification;1,000;0,218;0,163;0,139;Chant;2,018
22;NPC_22;Blue;Accommodating;0,470;0,381;0,636;0,469;0,352;0,648;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,003;-0,002;-0,026;WatchCalmly;2,018
