AgentID;AgentName;Team;Personality;Openness;Conscientiousness;Extraversion;Agreeableness;Neuroticism;Stability;PrevMood_P;PrevMood_A;PrevMood_D;EventID;Emotion;EmotionIntensity;NewMood_P;NewMood_A;NewMood_D;Action;Time
1;NPC_1;Red;Schizoid;0,470;0,344;0,270;0,449;0,496;0,504;0,000;0,000;0,000;teamScores;Gratification;1,000;0,143;0,075;0,086;Chant;1,081
2;NPC_2;Blue;Paranoid;0,744;0,979;0,846;0,353;0,383;0,617;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,006;-0,004;-0,007;Boo;1,081
3;NPC_3;Blue;Schizotypal;0,643;0,261;0,218;0,419;0,558;0,442;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,037;-0,047;-0,074;WatchCalmly;1,081
4;NPC_4;Blue;Paranoid;0,727;0,773;0,374;0,173;0,768;0,232;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,083;-0,073;-0,108;Boo;1,081
5;NPC_5;Blue;Schizoid;0,291;0,541;0,202;0,231;0,453;0,547;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,041;-0,055;-0,071;WatchCalmly;1,081
6;NPC_6;Blue;Schizotypal;0,467;0,313;0,293;0,351;0,692;0,308;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,067;-0,067;-0,119;WatchCalmly;1,081
7;NPC_7;Blue;Paranoid;0,653;0,904;0,401;0,380;0,133;0,867;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,005;-0,012;-0,027;WatchCalmly;1,081
8;NPC_8;Red;Schizotypal;0,968;0,732;0,022;0,514;0,037;0,963;0,000;0,000;0,000;teamScores;Gratification;0,969;0,090;0,029;0,045;Celebrate;1,081
9;NPC_9;Blue;Schizoid;0,589;0,538;0,458;0,587;0,286;0,714;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,001;-0,001;-0,034;WatchCalmly;1,081
10;NPC_10;Blue;Paranoid;0,385;0,429;0,420;0,264;0,668;0,332;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,068;-0,071;-0,107;Boo;1,081
11;NPC_11;Red;Schizotypal;0,928;0,642;0,497;0,553;0,501;0,499;0,000;0,000;0,000;teamScores;Gratification;1,000;0,153;0,079;0,108;Celebrate;1,081
12;NPC_12;Red;Schizoid;0,366;0,655;0,006;0,623;0,261;0,739;0,000;0,000;0,000;teamScores;Gratification;0,966;0,119;0,052;0,048;Chant;1,081
13;NPC_13;Red;Paranoid;0,385;0,593;0,421;0,316;0,466;0,534;0,000;0,000;0,000;teamScores;Gratification;1,000;0,136;0,067;0,095;Chant;1,081
14;NPC_14;Red;Schizotypal;0,420;0,309;0,091;0,166;0,884;0,116;0,000;0,000;0,000;teamScores;Gratification;0,980;0,154;0,113;0,104;Chant;1,081
15;NPC_15;Red;Schizoid;0,398;0,360;0,346;0,579;0,352;0,648;0,000;0,000;0,000;teamScores;Gratification;1,000;0,135;0,063;0,076;Chant;1,081
16;NPC_16;Blue;Schizotypal;0,750;0,561;0,004;0,329;0,945;0,055;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,096;-0,060;-0,161;WatchCalmly;1,081
17;NPC_17;Blue;Schizoid;0,284;0,516;0,099;0,766;0,210;0,790;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,009;-0,039;-0,070;WatchCalmly;1,081
18;NPC_18;Blue;Schizoid;0,679;0,528;0,227;0,720;0,269;0,731;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,004;0,002;-0,048;WatchCalmly;1,081
19;NPC_19;Red;Paranoid;0,430;0,999;0,393;0,354;0,427;0,573;0,000;0,000;0,000;teamScores;Gratification;1,000;0,133;0,064;0,090;Celebrate;1,081
20;NPC_20;Blue;Schizoid;0,334;0,292;0,100;0,360;0,328;0,672;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,030;-0,051;-0,071;WatchCalmly;1,081
21;NPC_21;Red;Schizoid;0,433;0,676;0,057;0,772;0,125;0,875;0,000;0,000;0,000;teamScores;Gratification;0,974;0,110;0,043;0,042;Celebrate;1,081
22;NPC_22;Blue;Schizoid;0,339;0,237;0,209;0,487;0,497;0,503;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,030;-0,046;-0,079;WatchCalmly;1,081
23;NPC_23;Red;Schizotypal;0,841;0,733;0,534;0,834;0,451;0,549;0,000;0,000;0,000;teamScores;Gratification;1,000;0,162;0,083;0,097;Celebrate;1,081
24;NPC_24;Blue;Schizotypal;0,755;0,503;0,337;0,656;0,626;0,374;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,044;-0,055;-0,112;WatchCalmly;1,081
25;NPC_25;Red;Schizotypal;0,959;0,635;0,336;0,829;0,355;0,645;0,000;0,000;0,000;teamScores;Gratification;1,000;0,147;0,071;0,079;Celebrate;1,081
26;NPC_26;Red;Schizotypal;0,877;0,834;0,283;0,292;0,564;0,436;0,000;0,000;0,000;teamScores;Gratification;1,000;0,142;0,077;0,104;Celebrate;1,081
27;NPC_27;Red;Schizoid;0,585;0,509;0,487;0,516;0,241;0,759;0,000;0,000;0,000;teamScores;Gratification;1,000;0,122;0,049;0,079;Celebrate;1,081
28;NPC_28;Red;Paranoid;0,146;0,385;0,285;0,141;0,822;0,178;0,000;0,000;0,000;teamScores;Gratification;1,000;0,154;0,105;0,113;Chant;1,081
29;NPC_29;Blue;Schizoid;0,315;0,474;0,093;0,564;0,428;0,572;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,025;-0,044;-0,083;WatchCalmly;1,081
30;NPC_30;Blue;Schizotypal;0,428;0,360;0,255;0,371;0,707;0,293;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,068;-0,065;-0,125;WatchCalmly;1,081
31;NPC_31;Red;Schizoid;0,426;0,537;0,293;0,547;0,162;0,838;0,000;0,000;0,000;teamScores;Gratification;1,000;0,111;0,043;0,060;Celebrate;1,081
32;NPC_32;Blue;Schizotypal;0,758;0,398;0,310;0,604;0,572;0,428;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,026;-0,039;-0,071;WatchCalmly;1,081
33;NPC_33;Red;Schizoid;0,431;0,365;0,172;0,363;0,526;0,474;0,000;0,000;0,000;teamScores;Gratification;0,994;0,139;0,075;0,082;Chant;1,081
34;NPC_34;Red;Paranoid;0,119;0,730;0,530;0,006;0,503;0,497;0,000;0,000;0,000;teamScores;Gratification;1,000;0,125;0,060;0,108;Chant;1,081
35;NPC_35;Blue;Schizotypal;0,384;0,337;0,239;0,325;0,646;0,354;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,066;-0,068;-0,120;WatchCalmly;1,081
36;NPC_36;Blue;Paranoid;0,119;0,583;0,155;0,072;0,712;0,288;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,089;-0,078;-0,132;Boo;1,081
37;NPC_37;Blue;Schizotypal;0,776;0,137;0,000;0,079;0,235;0,765;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,038;-0,058;-0,058;WatchCalmly;1,081
38;NPC_38;Blue;Schizoid;0,455;0,428;0,312;0,315;0,378;0,622;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,016;-0,006;-0,043;Boo;1,081
39;NPC_39;Blue;Paranoid;0,143;0,513;0,420;0,108;0,694;0,306;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,080;-0,077;-0,110;Boo;1,081
40;NPC_40;Blue;Schizotypal;0,873;0,752;0,305;0,305;0,306;0,694;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,014;-0,009;-0,034;Boo;1,081
41;NPC_41;Red;Paranoid;0,715;0,877;0,701;0,371;0,516;0,484;0,000;0,000;0,000;teamScores;Gratification;1,000;0,148;0,075;0,123;Celebrate;1,081
42;NPC_42;Blue;Schizoid;0,807;0,923;0,594;0,693;0,037;0,963;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,009;-0,007;-0,019;WatchCalmly;1,081
43;NPC_43;Red;Schizotypal;0,510;0,478;0,010;0,153;0,824;0,176;0,000;0,000;0,000;teamScores;Gratification;0,966;0,145;0,102;0,095;Chant;1,081
44;NPC_44;Blue;Schizoid;0,463;0,519;0,328;0,469;0,464;0,536;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,011;0,004;-0,049;Boo;1,081
45;NPC_45;Blue;Paranoid;0,302;0,975;0,922;0,280;0,371;0,629;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,008;-0,007;-0,008;Boo;1,081
46;NPC_46;Red;Schizoid;0,237;0,419;0,184;0,287;0,528;0,472;0,000;0,000;0,000;teamScores;Gratification;0,996;0,136;0,073;0,082;Chant;1,081
47;NPC_47;Red;Schizotypal;0,877;0,343;0,195;0,532;0,176;0,824;0,000;0,000;0,000;teamScores;Gratification;0,998;0,111;0,043;0,062;Celebrate;1,081
48;NPC_48;Blue;Schizoid;0,215;0,501;0,178;0,509;0,475;0,525;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,029;-0,045;-0,082;WatchCalmly;1,081
49;NPC_49;Red;Paranoid;0,260;0,389;0,381;0,216;0,694;0,306;0,000;0,000;0,000;teamScores;Gratification;1,000;0,151;0,091;0,111;Chant;1,081
50;NPC_50;Blue;Schizotypal;0,659;0,169;0,064;0,141;0,608;0,392;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,077;-0,076;-0,119;WatchCalmly;1,081
51;NPC_51;Blue;Schizotypal;0,689;0,289;0,282;0,378;0,603;0,397;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,059;-0,067;-0,109;WatchCalmly;1,081
52;NPC_52;Red;Schizotypal;0,611;0,470;0,111;0,143;0,540;0,460;0,000;0,000;0,000;teamScores;Gratification;0,984;0,127;0,067;0,087;Celebrate;1,081
53;NPC_53;Blue;Paranoid;0,586;0,705;0,553;0,416;0,375;0,625;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,007;-0,002;-0,028;Boo;1,081
54;NPC_54;Blue;Schizoid;0,322;0,794;0,086;0,171;0,185;0,815;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,031;-0,055;-0,058;WatchCalmly;1,081
55;NPC_55;Blue;Schizotypal;0,697;0,576;0,154;0,307;0,827;0,173;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,084;-0,065;-0,136;WatchCalmly;1,081
56;NPC_56;Red;Schizotypal;0,671;0,548;0,204;0,595;0,395;0,605;0,000;0,000;0,000;teamScores;Gratification;0,999;0,139;0,068;0,075;Celebrate;1,081
57;NPC_57;Blue;Paranoid;0,341;0,826;0,490;0,165;0,418;0,582;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,021;-0,009;-0,032;Boo;1,081
58;NPC_58;Red;Paranoid;0,273;0,981;0,465;0,247;0,436;0,564;0,000;0,000;0,000;teamScores;Gratification;1,000;0,130;0,061;0,095;Chant;1,081
59;NPC_59;Red;Paranoid;0,374;0,431;0,230;0,224;0,599;0,401;0,000;0,000;0,000;teamScores;Gratification;1,000;0,140;0,079;0,094;Chant;1,081
60;NPC_60;Blue;Schizoid;0,583;0,407;0,274;0,586;0,366;0,634;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,003;0,003;-0,048;WatchCalmly;1,081
61;NPC_61;Red;Schizoid;0,106;0,096;0,088;0,443;0,491;0,509;0,000;0,000;0,000;teamScores;Gratification;0,980;0,137;0,073;0,066;Chant;1,081
62;NPC_62;Blue;Schizoid;0,863;0,341;0,171;0,245;0,020;0,980;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,009;-0,017;-0,028;WatchCalmly;1,081
63;NPC_63;Red;Schizotypal;0,446;0,370;0,261;0,278;0,705;0,295;0,000;0,000;0,000;teamScores;Gratification;1,000;0,153;0,095;0,105;Chant;1,081
64;NPC_64;Red;Schizoid;0,781;0,824;0,609;0,861;0,019;0,981;0,000;0,000;0,000;teamScores;Gratification;1,000;0,103;0,037;0,062;Celebrate;1,081
65;NPC_65;Red;Paranoid;0,421;0,883;0,497;0,330;0,610;0,390;0,000;0,000;0,000;teamScores;Gratification;1,000;0,152;0,085;0,113;Chant;1,081
66;NPC_66;Red;Schizotypal;0,641;0,319;0,112;0,226;0,552;0,448;0,000;0,000;0,000;teamScores;Gratification;0,984;0,132;0,072;0,087;Celebrate;1,081
67;NPC_67;Red;Schizotypal;0,658;0,525;0,405;0,450;0,497;0,503;0,000;0,000;0,000;teamScores;Gratification;1,000;0,146;0,075;0,098;Celebrate;1,081
68;NPC_68;Red;Schizoid;0,546;0,187;0,139;0,349;0,199;0,801;0,000;0,000;0,000;teamScores;Gratification;0,988;0,105;0,040;0,060;Celebrate;1,081
69;NPC_69;Red;Schizotypal;0,911;0,783;0,279;0,361;0,507;0,493;0,000;0,000;0,000;teamScores;Gratification;1,000;0,140;0,073;0,098;Celebrate;1,081
70;NPC_70;Red;Schizotypal;0,352;0,218;0,138;0,142;0,719;0,281;0,000;0,000;0,000;teamScores;Gratification;0,988;0,142;0,090;0,097;Chant;1,081
71;NPC_71;Red;Paranoid;0,235;0,438;0,384;0,164;0,775;0,225;0,000;0,000;0,000;teamScores;Gratification;1,000;0,154;0,100;0,119;Chant;1,081
72;NPC_72;Blue;Schizoid;0,388;0,386;0,059;0,165;0,510;0,490;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,050;-0,057;-0,081;WatchCalmly;1,081
73;NPC_73;Red;Paranoid;0,228;0,473;0,304;0,129;0,634;0,366;0,000;0,000;0,000;teamScores;Gratification;1,000;0,139;0,080;0,102;Chant;1,081
74;NPC_74;Red;Paranoid;0,672;0,902;0,213;0,037;0,538;0,462;0,000;0,000;0,000;teamScores;Gratification;1,000;0,124;0,065;0,099;Celebrate;1,081
75;NPC_75;Red;Paranoid;0,502;0,663;0,575;0,251;0,408;0,592;0,000;0,000;0,000;teamScores;Gratification;1,000;0,129;0,058;0,103;Celebrate;1,081
76;NPC_76;Red;Schizotypal;0,697;0,530;0,436;0,479;0,337;0,663;0,000;0,000;0,000;teamScores;Gratification;1,000;0,130;0,058;0,087;Celebrate;1,081
77;NPC_77;Blue;Paranoid;0,220;0,459;0,376;0,013;0,984;0,016;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,114;-0,075;-0,132;Boo;1,081
78;NPC_78;Blue;Schizotypal;0,720;0,443;0,007;0,078;0,335;0,665;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,044;-0,060;-0,065;WatchCalmly;1,081
79;NPC_79;Blue;Paranoid;0,206;0,518;0,230;0,126;0,706;0,294;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,083;-0,076;-0,125;Boo;1,081
