AgentID;AgentName;Team;Personality;Openness;Conscientiousness;Extraversion;Agreeableness;Neuroticism;Stability;PrevMood_P;PrevMood_A;PrevMood_D;EventID;Emotion;EmotionIntensity;NewMood_P;NewMood_A;NewMood_D;Action;Time
1;NPC_1;Red;Accommodating;0,471;0,256;0,633;0,587;0,351;0,649;0,000;0,000;0,000;teamScores;Gratification;1,000;0,140;0,063;0,094;Celebrate;4,129
2;NPC_2;Blue;Accommodating;0,720;0,539;0,920;0,695;0,070;0,930;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,012;-0,006;-0,007;FormGroup;4,129
3;NPC_3;Red;Independent;0,354;0,363;0,470;0,156;0,489;0,511;0,000;0,000;0,000;teamScores;Gratification;1,000;0,131;0,064;0,104;Chant;4,129
4;NPC_4;Blue;Independent;0,189;0,590;0,683;0,058;0,280;0,720;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,018;-0,017;-0,018;Boo;4,129
5;NPC_5;Red;Accommodating;0,827;0,328;0,640;0,618;0,136;0,864;0,000;0,000;0,000;teamScores;Gratification;1,000;0,115;0,042;0,078;Celebrate;4,129
6;NPC_6;Blue;Independent;0,415;0,813;0,765;0,306;0,100;0,900;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,003;-0,015;-0,012;CalmSituation;4,129
7;NPC_7;Red;Accommodating;0,680;0,152;0,159;0,461;0,080;0,920;0,000;0,000;0,000;teamScores;Gratification;0,992;0,096;0,033;0,052;Celebrate;4,129
8;NPC_8;Red;Independent;0,569;0,514;0,262;0,028;0,243;0,757;0,000;0,000;0,000;teamScores;Gratification;1,000;0,099;0,035;0,076;Celebrate;4,129
9;NPC_9;Red;Laissez_faire;0,977;0,135;0,477;0,300;0,237;0,763;0,000;0,000;0,000;teamScores;Gratification;1,000;0,112;0,043;0,088;Celebrate;4,129
10;NPC_10;Red;Laissez_faire;0,534;0,296;0,379;0,424;0,503;0,497;0,000;0,000;0,000;teamScores;Gratification;1,000;0,144;0,075;0,096;Celebrate;4,129
11;NPC_11;Red;Laissez_faire;0,663;0,208;0,321;0,435;0,523;0,477;0,000;0,000;0,000;teamScores;Gratification;1,000;0,146;0,078;0,095;Celebrate;4,129
12;NPC_12;Red;Laissez_faire;0,478;0,263;0,316;0,283;0,699;0,301;0,000;0,000;0,000;teamScores;Gratification;1,000;0,154;0,095;0,109;Chant;4,129
13;NPC_13;Blue;Accommodating;0,444;0,273;0,564;0,445;0,191;0,809;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,002;-0,009;-0,025;WatchCalmly;4,129
