AgentID;AgentName;Team;Personality;Openness;Conscientiousness;Extraversion;Agreeableness;Neuroticism;Stability;PrevMood_P;PrevMood_A;PrevMood_D;EventID;Emotion;EmotionIntensity;NewMood_P;NewMood_A;NewMood_D;Action;Time
1;NPC_1;Red;Straightforward;0,038;0,198;0,368;0,117;0,191;0,809;0,000;0,000;0,000;teamScores;Gratification;1,000;0,099;0,034;0,068;Chant;1,194
2;NPC_2;Blue;Non_theatrical;0,496;0,513;0,250;0,428;0,571;0,429;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,036;-0,046;-0,076;WatchCalmly;1,194
3;NPC_3;Red;Prosocial;0,272;0,829;0,752;0,944;0,497;0,503;0,000;0,000;0,000;teamScores;Gratification;1,000;0,175;0,093;0,103;Chant;1,194
4;NPC_4;Blue;Non_theatrical;0,315;0,433;0,241;0,404;0,581;0,419;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,038;-0,047;-0,080;WatchCalmly;1,194
5;NPC_5;Red;Non_theatrical;0,418;0,541;0,343;0,519;0,503;0,497;0,000;0,000;0,000;teamScores;Gratification;1,000;0,149;0,079;0,089;Chant;1,194
6;NPC_6;Blue;Straightforward;0,033;0,321;0,501;0,483;0,414;0,586;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,006;0,002;-0,044;WatchCalmly;1,194
7;NPC_7;Blue;Straightforward;0,256;0,350;0,267;0,580;0,391;0,609;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,020;-0,044;-0,071;WatchCalmly;1,194
8;NPC_8;Red;Straightforward;0,499;0,729;0,557;0,847;0,132;0,868;0,000;0,000;0,000;teamScores;Gratification;1,000;0,120;0,047;0,066;Celebrate;1,194
9;NPC_9;Blue;Non_theatrical;0,265;0,380;0,094;0,230;0,725;0,275;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,081;-0,071;-0,139;Boo;1,194
10;NPC_10;Red;Prosocial;0,242;0,295;0,267;0,551;0,508;0,492;0,000;0,000;0,000;teamScores;Gratification;1,000;0,150;0,080;0,080;Chant;1,194
11;NPC_11;Blue;Unpretentious;0,404;0,397;0,256;0,452;0,708;0,292;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,063;-0,062;-0,128;WatchCalmly;1,194
12;NPC_12;Red;Unpretentious;0,337;0,616;0,091;0,798;0,442;0,558;0,000;0,000;0,000;teamScores;Gratification;0,980;0,150;0,079;0,059;Chant;1,194
13;NPC_13;Red;Non_theatrical;0,441;0,826;0,161;0,775;0,464;0,536;0,000;0,000;0,000;teamScores;Gratification;0,992;0,154;0,082;0,068;Chant;1,194
14;NPC_14;Blue;Non_theatrical;0,372;0,373;0,044;0,153;0,748;0,252;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,089;-0,074;-0,141;Boo;1,194
15;NPC_15;Blue;Straightforward;0,076;0,309;0,230;0,295;0,478;0,522;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,039;-0,053;-0,076;WatchCalmly;1,194
16;NPC_16;Blue;Straightforward;0,022;0,786;0,541;0,349;0,171;0,829;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,005;-0,012;-0,030;WatchCalmly;1,194
17;NPC_17;Red;Prosocial;0,030;0,252;0,376;0,425;0,594;0,406;0,000;0,000;0,000;teamScores;Gratification;1,000;0,154;0,087;0,093;Chant;1,194
18;NPC_18;Red;Straightforward;0,158;0,276;0,486;0,683;0,259;0,741;0,000;0,000;0,000;teamScores;Gratification;1,000;0,131;0,056;0,071;Chant;1,194
19;NPC_19;Red;Prosocial;0,326;0,750;0,696;0,855;0,627;0,373;0,000;0,000;0,000;teamScores;Gratification;1,000;0,187;0,108;0,114;Chant;1,194
20;NPC_20;Red;Non_theatrical;0,430;0,948;0,419;0,700;0,580;0,420;0,000;0,000;0,000;teamScores;Gratification;1,000;0,168;0,095;0,096;Chant;1,194
21;NPC_21;Blue;Unpretentious;0,225;0,608;0,091;0,686;0,545;0,455;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,024;-0,037;-0,097;WatchCalmly;1,194
22;NPC_22;Red;Non_theatrical;0,394;0,831;0,045;0,795;0,278;0,722;0,000;0,000;0,000;teamScores;Gratification;0,972;0,129;0,059;0,048;Chant;1,194
23;NPC_23;Blue;Prosocial;0,091;0,632;0,523;0,663;0,463;0,537;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,002;0,011;-0,047;WatchCalmly;1,194
24;NPC_24;Red;Prosocial;0,071;0,239;0,439;0,531;0,708;0,292;0,000;0,000;0,000;teamScores;Gratification;1,000;0,172;0,107;0,104;Chant;1,194
25;NPC_25;Red;Prosocial;0,117;0,282;0,252;0,465;0,569;0,431;0,000;0,000;0,000;teamScores;Gratification;1,000;0,151;0,085;0,083;Chant;1,194
26;NPC_26;Red;Prosocial;0,065;0,299;0,214;0,691;0,786;0,214;0,000;0,000;0,000;teamScores;Gratification;1,000;0,185;0,125;0,086;Chant;1,194
27;NPC_27;Blue;Non_theatrical;0,765;0,959;0,229;0,576;0,519;0,481;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,026;-0,042;-0,073;WatchCalmly;1,194
28;NPC_28;Red;Unpretentious;0,788;0,719;0,165;0,858;0,386;0,614;0,000;0,000;0,000;teamScores;Gratification;0,993;0,149;0,075;0,068;Celebrate;1,194
29;NPC_29;Blue;Straightforward;0,033;0,435;0,297;0,109;0,149;0,851;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,016;-0,019;-0,036;WatchCalmly;1,194
30;NPC_30;Red;Prosocial;0,418;0,672;0,784;0,911;0,169;0,831;0,000;0,000;0,000;teamScores;Gratification;1,000;0,125;0,053;0,078;Chant;1,194
31;NPC_31;Blue;Unpretentious;0,935;0,316;0,264;0,964;0,470;0,530;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,004;-0,029;-0,073;WatchCalmly;1,194
32;NPC_32;Blue;Prosocial;0,537;0,537;0,659;0,834;0,180;0,820;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,014;0,001;-0,026;FormGroup;1,194
33;NPC_33;Blue;Prosocial;0,117;0,333;0,131;0,370;0,796;0,204;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,077;-0,063;-0,151;WatchCalmly;1,194
34;NPC_34;Red;Non_theatrical;0,622;0,774;0,326;0,575;0,657;0,343;0,000;0,000;0,000;teamScores;Gratification;1,000;0,167;0,101;0,102;Celebrate;1,194
35;NPC_35;Red;Unpretentious;0,133;0,127;0,037;0,371;0,657;0,343;0,000;0,000;0,000;teamScores;Gratification;0,971;0,147;0,090;0,073;Chant;1,194
36;NPC_36;Red;Unpretentious;0,363;0,366;0,360;0,602;0,503;0,497;0,000;0,000;0,000;teamScores;Gratification;1,000;0,153;0,082;0,087;Chant;1,194
37;NPC_37;Red;Non_theatrical;0,581;0,630;0,225;0,601;0,628;0,372;0,000;0,000;0,000;teamScores;Gratification;1,000;0,164;0,098;0,091;Chant;1,194
38;NPC_38;Red;Unpretentious;0,900;0,662;0,593;0,932;0,295;0,705;0,000;0,000;0,000;teamScores;Gratification;1,000;0,144;0,067;0,086;Celebrate;1,194
39;NPC_39;Red;Non_theatrical;0,490;0,523;0,323;0,457;0,648;0,352;0,000;0,000;0,000;teamScores;Gratification;1,000;0,160;0,095;0,101;Chant;1,194
40;NPC_40;Blue;Prosocial;0,564;0,837;0,693;0,988;0,385;0,615;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,021;0,017;-0,033;FormGroup;1,194
41;NPC_41;Blue;Straightforward;0,324;0,633;0,626;0,590;0,300;0,700;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,003;-0,001;-0,030;WatchCalmly;1,194
42;NPC_42;Blue;Straightforward;0,460;0,707;0,656;0,686;0,263;0,737;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,008;0,001;-0,027;FormGroup;1,194
43;NPC_43;Red;Straightforward;0,410;0,508;0,932;0,955;0,024;0,976;0,000;0,000;0,000;teamScores;Gratification;1,000;0,104;0,040;0,070;Chant;1,194
44;NPC_44;Red;Straightforward;0,358;0,413;0,533;0,701;0,286;0,714;0,000;0,000;0,000;teamScores;Gratification;1,000;0,135;0,059;0,078;Chant;1,194
45;NPC_45;Red;Unpretentious;0,343;0,134;0,013;0,929;0,169;0,831;0,000;0,000;0,000;teamScores;Gratification;0,967;0,120;0,051;0,038;Chant;1,194
46;NPC_46;Red;Unpretentious;0,703;0,332;0,127;0,731;0,403;0,597;0,000;0,000;0,000;teamScores;Gratification;0,986;0,143;0,073;0,067;Celebrate;1,194
47;NPC_47;Blue;Prosocial;0,219;0,567;0,564;0,635;0,639;0,361;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,042;-0,056;-0,107;WatchCalmly;1,194
48;NPC_48;Red;Straightforward;0,112;0,549;0,506;0,459;0,414;0,586;0,000;0,000;0,000;teamScores;Gratification;1,000;0,139;0,066;0,088;Chant;1,194
49;NPC_49;Blue;Straightforward;0,369;0,611;0,560;0,543;0,239;0,761;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,001;-0,005;-0,030;WatchCalmly;1,194
50;NPC_50;Red;Prosocial;0,105;0,615;0,592;0,666;0,467;0,533;0,000;0,000;0,000;teamScores;Gratification;1,000;0,156;0,079;0,093;Chant;1,194
51;NPC_51;Red;Unpretentious;0,621;0,755;0,315;0,784;0,429;0,571;0,000;0,000;0,000;teamScores;Gratification;1,000;0,153;0,079;0,079;Celebrate;1,194
