AgentID;AgentName;Team;Personality;Openness;Conscientiousness;Extraversion;Agreeableness;Neuroticism;Stability;PrevMood_P;PrevMood_A;PrevMood_D;EventID;Emotion;EmotionIntensity;NewMood_P;NewMood_A;NewMood_D;Action;Time
1;NPC_1;Red;Pronoid;0,818;0,413;0,801;0,824;0,420;0,580;0,000;0,000;0,000;teamScores;Gratification;1,000;0,162;0,079;0,111;Celebrate;2,666
2;NPC_2;Blue;Sensible;0,257;0,395;0,516;0,371;0,712;0,288;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,063;-0,065;-0,108;WatchCalmly;2,666
3;NPC_3;Red;Paranoid;0,606;0,827;0,475;0,322;0,241;0,759;0,000;0,000;0,000;teamScores;Gratification;1,000;0,114;0,044;0,082;Celebrate;2,666
4;NPC_4;Red;Schizoid;0,705;0,826;0,505;0,653;0,172;0,828;0,000;0,000;0,000;teamScores;Gratification;1,000;0,119;0,046;0,073;Celebrate;2,666
5;NPC_5;Red;People_person;0,381;0,147;0,521;0,464;0,854;0,146;0,000;0,000;0,000;teamScores;Gratification;1,000;0,183;0,125;0,132;Chant;2,666
6;NPC_6;Red;Pronoid;0,294;0,132;0,289;0,408;0,658;0,342;0,000;0,000;0,000;teamScores;Gratification;1,000;0,157;0,094;0,097;Chant;2,666
7;NPC_7;Blue;People_person;0,529;0,495;0,582;0,340;0,677;0,323;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,061;-0,067;-0,094;WatchCalmly;2,666
8;NPC_8;Blue;Schizoid;0,825;0,879;0,021;0,385;0,061;0,939;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,018;-0,046;-0,050;CalmSituation;2,666
9;NPC_9;Blue;People_person;0,458;0,428;0,491;0,362;0,688;0,312;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,063;-0,066;-0,104;WatchCalmly;2,666
10;NPC_10;Blue;People_person;0,486;0,481;0,486;0,289;0,865;0,135;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,081;-0,065;-0,115;Boo;2,666
11;NPC_11;Blue;People_person;0,210;0,207;0,402;0,261;0,821;0,179;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,081;-0,068;-0,125;Boo;2,666
12;NPC_12;Blue;Paranoid;0,372;0,968;0,919;0,299;0,630;0,370;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,054;-0,070;-0,068;CalmSituation;2,666
13;NPC_13;Red;People_person;0,346;0,358;0,614;0,571;0,668;0,332;0,000;0,000;0,000;teamScores;Gratification;1,000;0,174;0,103;0,119;Chant;2,666
14;NPC_14;Red;Sensible;0,131;0,553;0,646;0,467;0,536;0,464;0,000;0,000;0,000;teamScores;Gratification;1,000;0,155;0,081;0,108;Chant;2,666
15;NPC_15;Red;Sensible;0,552;0,572;0,857;0,630;0,161;0,839;0,000;0,000;0,000;teamScores;Gratification;1,000;0,121;0,045;0,087;Celebrate;2,666
16;NPC_16;Red;Paranoid;0,591;0,943;0,827;0,381;0,368;0,632;0,000;0,000;0,000;teamScores;Gratification;1,000;0,135;0,058;0,113;Celebrate;2,666
17;NPC_17;Red;Pronoid;0,187;0,151;0,357;0,460;0,646;0,354;0,000;0,000;0,000;teamScores;Gratification;1,000;0,160;0,095;0,097;Chant;2,666
18;NPC_18;Blue;Paranoid;0,420;0,825;0,819;0,381;0,608;0,392;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,050;-0,066;-0,075;WatchCalmly;2,666
19;NPC_19;Red;People_person;0,298;0,122;0,408;0,270;0,922;0,078;0,000;0,000;0,000;teamScores;Gratification;1,000;0,173;0,127;0,131;Chant;2,666
20;NPC_20;Red;Pronoid;0,384;0,069;0,373;0,386;0,723;0,277;0,000;0,000;0,000;teamScores;Gratification;1,000;0,163;0,102;0,111;Chant;2,666
21;NPC_21;Blue;Sensible;0,125;0,366;0,368;0,292;0,817;0,183;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,079;-0,066;-0,130;Boo;2,666
22;NPC_22;Red;Schizotypal;0,832;0,523;0,370;0,483;0,475;0,525;0,000;0,000;0,000;teamScores;Gratification;1,000;0,144;0,074;0,097;Celebrate;2,666
23;NPC_23;Red;Schizotypal;0,751;0,687;0,357;0,572;0,282;0,718;0,000;0,000;0,000;teamScores;Gratification;1,000;0,127;0,055;0,077;Celebrate;2,666
24;NPC_24;Blue;Sensible;0,345;0,594;0,639;0,545;0,488;0,512;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,003;0,008;-0,033;Boo;2,666
25;NPC_25;Red;Paranoid;0,284;0,694;0,400;0,158;0,438;0,562;0,000;0,000;0,000;teamScores;Gratification;1,000;0,125;0,058;0,093;Chant;2,666
26;NPC_26;Red;Schizoid;0,334;0,506;0,194;0,618;0,362;0,638;0,000;0,000;0,000;teamScores;Gratification;0,998;0,136;0,065;0,066;Chant;2,666
27;NPC_27;Blue;Schizotypal;0,767;0,159;0,017;0,213;0,860;0,140;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,096;-0,069;-0,147;WatchCalmly;2,666
28;NPC_28;Red;Pronoid;0,436;0,421;0,630;0,692;0,408;0,592;0,000;0,000;0,000;teamScores;Gratification;1,000;0,151;0,073;0,096;Chant;2,666
29;NPC_29;Blue;Sensible;0,126;0,313;0,626;0,321;0,835;0,165;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,073;-0,064;-0,110;Boo;2,666
30;NPC_30;Red;Schizotypal;0,746;0,211;0,017;0,574;0,708;0,292;0,000;0,000;0,000;teamScores;Gratification;0,968;0,163;0,105;0,081;Celebrate;2,666
31;NPC_31;Red;Pronoid;0,279;0,150;0,243;0,564;0,637;0,363;0,000;0,000;0,000;teamScores;Gratification;1,000;0,163;0,098;0,087;Chant;2,666
32;NPC_32;Red;Sensible;0,346;0,554;0,688;0,354;0,384;0,616;0,000;0,000;0,000;teamScores;Gratification;1,000;0,133;0,059;0,103;Chant;2,666
33;NPC_33;Red;Schizotypal;0,701;0,272;0,220;0,598;0,766;0,234;0,000;0,000;0,000;teamScores;Gratification;1,000;0,178;0,118;0,103;Celebrate;2,666
34;NPC_34;Red;Schizoid;0,428;0,543;0,378;0,444;0,370;0,630;0,000;0,000;0,000;teamScores;Gratification;1,000;0,132;0,060;0,082;Celebrate;2,666
35;NPC_35;Red;Schizotypal;0,965;0,956;0,577;0,625;0,175;0,825;0,000;0,000;0,000;teamScores;Gratification;1,000;0,119;0,046;0,081;Celebrate;2,666
36;NPC_36;Blue;Paranoid;0,324;0,777;0,755;0,277;0,440;0,560;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,013;-0,004;-0,019;Boo;2,666
37;NPC_37;Red;Schizoid;0,084;0,199;0,031;0,290;0,526;0,474;0,000;0,000;0,000;teamScores;Gratification;0,970;0,131;0,070;0,066;Chant;2,666
