AgentID;AgentName;Team;Personality;Openness;Conscientiousness;Extraversion;Agreeableness;Neuroticism;Stability;PrevMood_P;PrevMood_A;PrevMood_D;EventID;Emotion;EmotionIntensity;NewMood_P;NewMood_A;NewMood_D;Action;Time
1;NPC_1;Blue;Accommodating;0,215;0,133;0,162;0,292;0,592;0,408;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,047;-0,051;-0,086;WatchCalmly;2,496
2;NPC_2;Blue;Independent;0,196;0,276;0,305;0,086;0,633;0,367;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,078;-0,078;-0,112;Boo;2,496
3;NPC_3;Blue;Independent;0,432;0,261;0,168;0,007;0,551;0,449;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,059;-0,063;-0,071;WatchCalmly;2,496
4;NPC_4;Red;Independent;0,502;0,544;0,271;0,099;0,249;0,751;0,000;0,000;0,000;teamScores;Gratification;1,000;0,103;0,038;0,075;Celebrate;2,496
5;NPC_5;Red;Independent;0,359;0,336;0,212;0,022;0,634;0,366;0,000;0,000;0,000;teamScores;Gratification;1,000;0,131;0,075;0,101;Chant;2,496
6;NPC_6;Red;Laissez_faire;0,519;0,152;0,308;0,420;0,569;0,431;0,000;0,000;0,000;teamScores;Gratification;1,000;0,150;0,083;0,096;Celebrate;2,496
7;NPC_7;Red;Accommodating;0,410;0,325;0,482;0,464;0,468;0,532;0,000;0,000;0,000;teamScores;Gratification;1,000;0,145;0,072;0,096;Chant;2,496
8;NPC_8;Red;Laissez_faire;0,907;0,409;0,652;0,873;0,427;0,573;0,000;0,000;0,000;teamScores;Gratification;1,000;0,163;0,082;0,103;Celebrate;2,496
9;NPC_9;Red;Laissez_faire;0,910;0,492;0,511;0,504;0,307;0,693;0,000;0,000;0,000;teamScores;Gratification;1,000;0,129;0,056;0,091;Celebrate;2,496
10;NPC_10;Blue;Accommodating;0,354;0,169;0,337;0,175;0,555;0,445;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,048;-0,056;-0,065;WatchCalmly;2,496
11;NPC_11;Blue;Accommodating;0,823;0,487;0,523;0,540;0,075;0,925;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,003;-0,010;-0,021;WatchCalmly;2,496
12;NPC_12;Red;Laissez_faire;0,585;0,348;0,399;0,408;0,457;0,543;0,000;0,000;0,000;teamScores;Gratification;1,000;0,139;0,069;0,094;Celebrate;2,496
13;NPC_13;Blue;Accommodating;0,616;0,471;0,894;0,843;0,075;0,925;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,017;-0,003;-0,012;FormGroup;2,496
14;NPC_14;Blue;Independent;0,688;0,661;0,524;0,405;0,129;0,871;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,003;-0,012;-0,022;WatchCalmly;2,496
15;NPC_15;Blue;Accommodating;0,286;0,010;0,149;0,289;0,532;0,468;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,044;-0,052;-0,081;WatchCalmly;2,496
16;NPC_16;Blue;Laissez_faire;0,359;0,135;0,162;0,209;0,771;0,229;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,085;-0,071;-0,136;Boo;2,496
17;NPC_17;Red;Accommodating;0,600;0,225;0,320;0,571;0,376;0,624;0,000;0,000;0,000;teamScores;Gratification;1,000;0,137;0,065;0,080;Celebrate;2,496
18;NPC_18;Blue;Laissez_faire;0,483;0,028;0,388;0,430;0,745;0,255;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,064;-0,062;-0,118;WatchCalmly;2,496
19;NPC_19;Red;Independent;0,737;0,724;0,779;0,363;0,207;0,793;0,000;0,000;0,000;teamScores;Gratification;1,000;0,115;0,042;0,095;Celebrate;2,496
