AgentID;AgentName;Team;Personality;Openness;Conscientiousness;Extraversion;Agreeableness;Neuroticism;Stability;PrevMood_P;PrevMood_A;PrevMood_D;EventID;Emotion;EmotionIntensity;NewMood_P;NewMood_A;NewMood_D;Action;Time
1;NPC_1;Blue;Straightforward;0,164;0,294;0,676;0,435;0,110;0,890;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,000;-0,011;-0,021;WatchCalmly;1,526
2;NPC_2;Red;Non_theatrical;0,895;0,975;0,455;0,901;0,046;0,954;0,000;0,000;0,000;teamScores;Gratification;1,000;0,107;0,041;0,059;Celebrate;1,526
3;NPC_3;Blue;Prosocial;0,206;0,272;0,239;0,400;0,684;0,316;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,065;-0,065;-0,130;WatchCalmly;1,526
4;NPC_4;Red;Prosocial;0,104;0,487;0,633;0,652;0,788;0,212;0,000;0,000;0,000;teamScores;Gratification;1,000;0,192;0,124;0,124;Chant;1,526
5;NPC_5;Red;Prosocial;0,118;0,338;0,200;0,407;0,683;0,317;0,000;0,000;0,000;teamScores;Gratification;0,999;0,158;0,098;0,088;Chant;1,526
6;NPC_6;Red;Unpretentious;0,444;0,502;0,286;0,503;0,650;0,350;0,000;0,000;0,000;teamScores;Gratification;1,000;0,162;0,097;0,097;Chant;1,526
7;NPC_7;Blue;Unpretentious;0,785;0,900;0,407;0,973;0,336;0,664;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,016;0,013;-0,044;FormGroup;1,526
8;NPC_8;Blue;Non_theatrical;0,120;0,420;0,056;0,415;0,599;0,401;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,042;-0,046;-0,099;WatchCalmly;1,526
9;NPC_9;Red;Prosocial;0,181;0,315;0,296;0,449;0,818;0,182;0,000;0,000;0,000;teamScores;Gratification;1,000;0,174;0,119;0,105;Chant;1,526
10;NPC_10;Red;Unpretentious;0,694;0,730;0,534;0,942;0,078;0,922;0,000;0,000;0,000;teamScores;Gratification;1,000;0,112;0,044;0,062;Celebrate;1,526
