AgentID;AgentName;Team;Personality;Openness;Conscientiousness;Extraversion;Agreeableness;Neuroticism;Stability;PrevMood_P;PrevMood_A;PrevMood_D;EventID;Emotion;EmotionIntensity;NewMood_P;NewMood_A;NewMood_D;Action;Time
1;NPC_1;Red;Avoidant;0,419;0,451;0,260;0,220;0,796;0,204;0,000;0,000;0,000;teamScores;Gratification;1,000;0,157;0,105;0,113;Chant;2,061
2;NPC_2;Blue;Dependent;0,951;0,487;0,848;0,996;0,955;0,045;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,029;-0,026;-0,099;WatchCalmly;2,061
3;NPC_3;Red;Dependent;0,577;0,603;0,724;0,812;0,575;0,425;0,000;0,000;0,000;teamScores;Gratification;1,000;0,179;0,099;0,117;Chant;2,061
4;NPC_4;Red;Obsessive_Compulsive;0,079;0,865;0,182;0,507;0,368;0,632;0,000;0,000;0,000;teamScores;Gratification;0,996;0,131;0,062;0,063;Chant;2,061
5;NPC_5;Blue;Avoidant;0,484;0,670;0,588;0,635;0,598;0,402;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,001;0,019;-0,040;Boo;2,061
6;NPC_6;Red;Obsessive_Compulsive;0,609;0,952;0,872;0,908;0,166;0,834;0,000;0,000;0,000;teamScores;Gratification;1,000;0,125;0,052;0,085;Celebrate;2,061
7;NPC_7;Blue;Obsessive_Compulsive;0,113;0,557;0,468;0,469;0,833;0,167;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,067;-0,058;-0,129;WatchCalmly;2,061
8;NPC_8;Blue;Obsessive_Compulsive;0,094;0,750;0,372;0,663;0,484;0,516;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,001;0,012;-0,058;Boo;2,061
9;NPC_9;Red;Obsessive_Compulsive;0,465;0,915;0,790;0,777;0,291;0,709;0,000;0,000;0,000;teamScores;Gratification;1,000;0,143;0,062;0,093;Chant;2,061
10;NPC_10;Red;Avoidant;0,312;0,547;0,538;0,428;0,734;0,266;0,000;0,000;0,000;teamScores;Gratification;1,000;0,170;0,106;0,122;Chant;2,061
11;NPC_11;Blue;Avoidant;0,368;0,469;0,169;0,414;0,905;0,095;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,082;-0,058;-0,154;WatchCalmly;2,061
12;NPC_12;Red;Avoidant;0,449;0,471;0,409;0,433;0,853;0,147;0,000;0,000;0,000;teamScores;Gratification;1,000;0,179;0,124;0,125;Chant;2,061
13;NPC_13;Red;Dependent;0,433;0,195;0,466;0,761;0,842;0,158;0,000;0,000;0,000;teamScores;Gratification;1,000;0,201;0,138;0,118;Chant;2,061
14;NPC_14;Blue;Avoidant;0,275;0,643;0,380;0,531;0,759;0,241;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,059;-0,057;-0,128;WatchCalmly;2,061
15;NPC_15;Red;Obsessive_Compulsive;0,492;0,943;0,896;0,502;0,136;0,864;0,000;0,000;0,000;teamScores;Gratification;1,000;0,113;0,039;0,088;Celebrate;2,061
16;NPC_16;Blue;Dependent;0,438;0,325;0,394;0,468;0,711;0,289;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,060;-0,061;-0,117;WatchCalmly;2,061
17;NPC_17;Red;Avoidant;0,341;0,525;0,517;0,450;0,756;0,244;0,000;0,000;0,000;teamScores;Gratification;1,000;0,173;0,110;0,122;Chant;2,061
18;NPC_18;Red;Dependent;0,445;0,229;0,416;0,519;0,795;0,205;0,000;0,000;0,000;teamScores;Gratification;1,000;0,179;0,119;0,118;Chant;2,061
19;NPC_19;Red;Obsessive_Compulsive;0,168;0,546;0,330;0,310;0,801;0,199;0,000;0,000;0,000;teamScores;Gratification;1,000;0,165;0,110;0,111;Chant;2,061
20;NPC_20;Red;Avoidant;0,403;0,665;0,548;0,341;0,741;0,259;0,000;0,000;0,000;teamScores;Gratification;1,000;0,166;0,103;0,128;Chant;2,061
21;NPC_21;Red;Dependent;0,091;0,064;0,155;0,503;0,971;0,029;0,000;0,000;0,000;teamScores;Gratification;0,991;0,187;0,145;0,098;Chant;2,061
22;NPC_22;Blue;Dependent;0,236;0,348;0,261;0,364;0,766;0,234;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,073;-0,064;-0,134;WatchCalmly;2,061
23;NPC_23;Red;Avoidant;0,273;0,484;0,334;0,254;0,746;0,254;0,000;0,000;0,000;teamScores;Gratification;1,000;0,157;0,100;0,111;Chant;2,061
