AgentID;AgentName;Team;Personality;Openness;Conscientiousness;Extraversion;Agreeableness;Neuroticism;Stability;PrevMood_P;PrevMood_A;PrevMood_D;EventID;Emotion;EmotionIntensity;NewMood_P;NewMood_A;NewMood_D;Action;Time
1;NPC_1;Red;Schizotypal;0,586;0,298;0,290;0,299;0,568;0,432;0,000;0,000;0,000;teamScores;Gratification;1,000;0,143;0,078;0,099;Celebrate;2,884
2;NPC_2;Red;People_person;0,161;0,145;0,737;0,540;0,916;0,084;0,000;0,000;0,000;teamScores;Gratification;1,000;0,199;0,139;0,149;Chant;2,884
3;NPC_3;Red;Schizotypal;0,872;0,765;0,073;0,721;0,235;0,765;0,000;0,000;0,000;teamScores;Gratification;0,977;0,122;0,053;0,056;Celebrate;2,884
4;NPC_4;Blue;Sensible;0,195;0,273;0,730;0,254;0,749;0,251;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,069;-0,070;-0,092;Boo;2,884
5;NPC_5;Red;Sensible;0,492;0,535;0,954;0,696;0,231;0,769;0,000;0,000;0,000;teamScores;Gratification;1,000;0,134;0,053;0,098;Celebrate;2,884
6;NPC_6;Red;Schizotypal;0,387;0,250;0,048;0,382;0,756;0,244;0,000;0,000;0,000;teamScores;Gratification;0,973;0,156;0,104;0,085;Chant;2,884
7;NPC_7;Blue;Schizoid;0,179;0,911;0,104;0,435;0,042;0,958;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,004;-0,013;-0,042;WatchCalmly;2,884
8;NPC_8;Red;People_person;0,561;0,466;0,709;0,494;0,558;0,442;0,000;0,000;0,000;teamScores;Gratification;1,000;0,160;0,085;0,122;Celebrate;2,884
9;NPC_9;Red;Schizoid;0,962;0,497;0,311;0,429;0,002;0,998;0,000;0,000;0,000;teamScores;Gratification;1,000;0,088;0,027;0,056;Celebrate;2,884
10;NPC_10;Red;Schizotypal;0,629;0,444;0,370;0,580;0,427;0,573;0,000;0,000;0,000;teamScores;Gratification;1,000;0,144;0,071;0,087;Celebrate;2,884
11;NPC_11;Red;People_person;0,415;0,269;0,634;0,412;0,808;0,192;0,000;0,000;0,000;teamScores;Gratification;1,000;0,178;0,116;0,140;Chant;2,884
12;NPC_12;Blue;Pronoid;0,750;0,295;0,468;0,814;0,493;0,507;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,008;0,018;-0,044;FormGroup;2,884
13;NPC_13;Blue;Schizotypal;0,744;0,441;0,075;0,549;0,549;0,451;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,032;-0,042;-0,085;WatchCalmly;2,884
14;NPC_14;Blue;Sensible;0,201;0,310;0,627;0,356;0,760;0,240;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,065;-0,065;-0,104;WatchCalmly;2,884
15;NPC_15;Red;Pronoid;0,568;0,176;0,228;0,620;0,641;0,359;0,000;0,000;0,000;teamScores;Gratification;1,000;0,167;0,101;0,091;Chant;2,884
16;NPC_16;Red;Schizoid;0,296;0,582;0,091;0,102;0,414;0,586;0,000;0,000;0,000;teamScores;Gratification;0,980;0,114;0,052;0,072;Chant;2,884
17;NPC_17;Red;Paranoid;0,473;0,829;0,532;0,382;0,599;0,401;0,000;0,000;0,000;teamScores;Gratification;1,000;0,154;0,085;0,114;Chant;2,884
18;NPC_18;Red;People_person;0,967;0,907;0,986;0,580;0,776;0,224;0,000;0,000;0,000;teamScores;Gratification;1,000;0,193;0,119;0,174;Celebrate;2,884
19;NPC_19;Blue;Schizotypal;0,728;0,724;0,399;0,555;0,474;0,526;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,006;0,008;-0,042;Boo;2,884
20;NPC_20;Red;Schizoid;0,680;0,580;0,177;0,645;0,268;0,732;0,000;0,000;0,000;teamScores;Gratification;0,995;0,126;0,055;0,063;Celebrate;2,884
