AgentID;AgentName;Team;Personality;Openness;Conscientiousness;Extraversion;Agreeableness;Neuroticism;Stability;PrevMood_P;PrevMood_A;PrevMood_D;EventID;Emotion;EmotionIntensity;NewMood_P;NewMood_A;NewMood_D;Action;Time
1;NPC_1;Blue;Sensible;0,066;0,488;0,827;0,114;0,677;0,323;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,070;-0,077;-0,079;Boo;2,933
2;NPC_2;Red;People_person;0,236;0,330;0,585;0,354;0,868;0,132;0,000;0,000;0,000;teamScores;Gratification;1,000;0,179;0,122;0,139;Chant;2,933
3;NPC_3;Blue;People_person;0,517;0,978;0,979;0,655;0,529;0,471;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,008;0,015;-0,010;FormGroup;2,933
4;NPC_4;Red;Pronoid;0,214;0,021;0,484;0,607;0,645;0,355;0,000;0,000;0,000;teamScores;Gratification;1,000;0,171;0,101;0,104;Chant;2,933
5;NPC_5;Blue;People_person;0,401;0,243;0,440;0,406;0,907;0,093;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,077;-0,058;-0,128;Boo;2,933
6;NPC_6;Blue;People_person;0,343;0,482;0,582;0,366;0,677;0,323;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,060;-0,066;-0,099;WatchCalmly;2,933
7;NPC_7;Red;Sensible;0,376;0,698;0,738;0,498;0,276;0,724;0,000;0,000;0,000;teamScores;Gratification;1,000;0,128;0,052;0,093;Celebrate;2,933
8;NPC_8;Red;Sensible;0,064;0,329;0,757;0,256;0,700;0,300;0,000;0,000;0,000;teamScores;Gratification;1,000;0,161;0,094;0,136;Chant;2,933
9;NPC_9;Red;People_person;0,709;0,639;0,983;0,877;0,769;0,231;0,000;0,000;0,000;teamScores;Gratification;1,000;0,211;0,131;0,158;Celebrate;2,933
10;NPC_10;Blue;People_person;0,347;0,289;0,428;0,377;0,725;0,275;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,065;-0,065;-0,115;WatchCalmly;2,933
11;NPC_11;Blue;Pronoid;0,560;0,375;0,827;0,895;0,558;0,442;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,018;0,026;-0,026;FormGroup;2,933
12;NPC_12;Blue;Sensible;0,235;0,805;0,964;0,318;0,629;0,371;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,052;-0,069;-0,068;Boo;2,933
13;NPC_13;Red;People_person;0,087;0,309;0,360;0,343;0,949;0,051;0,000;0,000;0,000;teamScores;Gratification;1,000;0,180;0,135;0,122;Chant;2,933
14;NPC_14;Red;Pronoid;0,360;0,214;0,231;0,425;0,765;0,235;0,000;0,000;0,000;teamScores;Gratification;1,000;0,167;0,110;0,101;Chant;2,933
15;NPC_15;Blue;People_person;0,624;0,704;0,798;0,712;0,657;0,343;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,034;-0,052;-0,084;WatchCalmly;2,933
16;NPC_16;Blue;Pronoid;0,342;0,150;0,261;0,404;0,768;0,232;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,070;-0,063;-0,133;WatchCalmly;2,933
17;NPC_17;Red;Sensible;0,079;0,435;0,608;0,302;0,460;0,540;0,000;0,000;0,000;teamScores;Gratification;1,000;0,138;0,066;0,102;Chant;2,933
18;NPC_18;Blue;Sensible;0,263;0,334;0,973;0,414;0,697;0,303;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,051;-0,064;-0,072;WatchCalmly;2,933
19;NPC_19;Red;People_person;0,654;0,832;0,854;0,706;0,538;0,462;0,000;0,000;0,000;teamScores;Gratification;1,000;0,171;0,090;0,127;Celebrate;2,933
20;NPC_20;Blue;People_person;0,734;0,840;0,862;0,777;0,818;0,182;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,037;-0,044;-0,088;WatchCalmly;2,933
21;NPC_21;Blue;People_person;0,658;0,636;0,750;0,633;0,515;0,485;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,003;0,013;-0,023;FormGroup;2,933
22;NPC_22;Blue;People_person;0,610;0,625;0,922;0,541;0,564;0,436;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,000;0,013;-0,010;FormGroup;2,933
23;NPC_23;Red;Pronoid;0,170;0,007;0,459;0,789;0,358;0,642;0,000;0,000;0,000;teamScores;Gratification;1,000;0,147;0,070;0,075;Chant;2,933
24;NPC_24;Red;Sensible;0,352;0,363;0,898;0,354;0,291;0,709;0,000;0,000;0,000;teamScores;Gratification;1,000;0,126;0,049;0,106;Celebrate;2,933
