AgentID;AgentName;Team;Personality;Openness;Conscientiousness;Extraversion;Agreeableness;Neuroticism;Stability;PrevMood_P;PrevMood_A;PrevMood_D;EventID;Emotion;EmotionIntensity;NewMood_P;NewMood_A;NewMood_D;Action;Time
1;NPC_1;Red;Antisocial;0,392;0,171;0,245;0,102;0,818;0,182;0,000;0,000;0,000;teamScores;Gratification;1,000;0,151;0,103;0,116;Chant;1,249
2;NPC_2;Red;Narcissistic;0,188;0,279;0,383;0,027;0,770;0,230;0,000;0,000;0,000;teamScores;Gratification;1,000;0,145;0,093;0,121;Chant;1,249
3;NPC_3;Blue;Narcissistic;0,347;0,256;0,366;0,221;0,677;0,323;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,073;-0,072;-0,111;WatchCalmly;1,249
4;NPC_4;Blue;Antisocial;0,471;0,270;0,437;0,215;0,541;0,459;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,025;-0,001;-0,038;Boo;1,249
5;NPC_5;Red;Antisocial;0,446;0,357;0,170;0,083;0,559;0,441;0,000;0,000;0,000;teamScores;Gratification;0,994;0,127;0,068;0,092;Celebrate;1,249
6;NPC_6;Red;Antisocial;0,518;0,201;0,327;0,194;0,668;0,332;0,000;0,000;0,000;teamScores;Gratification;1,000;0,146;0,087;0,111;Celebrate;1,249
7;NPC_7;Red;Antisocial;0,558;0,502;0,488;0,002;0,842;0,158;0,000;0,000;0,000;teamScores;Gratification;1,000;0,151;0,102;0,146;Celebrate;1,249
8;NPC_8;Blue;Antisocial;0,583;0,353;0,499;0,211;0,420;0,580;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,019;-0,007;-0,029;Boo;1,249
9;NPC_9;Red;Borderline;0,888;0,737;0,849;0,555;0,473;0,527;0,000;0,000;0,000;teamScores;Gratification;1,000;0,156;0,076;0,127;Celebrate;1,249
10;NPC_10;Red;Antisocial;0,526;0,230;0,451;0,117;0,849;0,151;0,000;0,000;0,000;teamScores;Gratification;1,000;0,158;0,108;0,139;Chant;1,249
11;NPC_11;Blue;Borderline;0,687;0,330;0,374;0,404;0,723;0,277;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,065;-0,064;-0,112;WatchCalmly;1,249
12;NPC_12;Red;Histrionic;0,340;0,168;0,567;0,212;0,716;0,284;0,000;0,000;0,000;teamScores;Gratification;1,000;0,156;0,094;0,130;Chant;1,249
13;NPC_13;Red;Borderline;0,965;0,868;0,687;0,386;0,633;0,367;0,000;0,000;0,000;teamScores;Gratification;1,000;0,161;0,090;0,139;Celebrate;1,249
14;NPC_14;Blue;Histrionic;0,863;0,370;0,941;0,698;0,474;0,526;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,010;0,013;-0,007;FormGroup;1,249
15;NPC_15;Blue;Narcissistic;0,326;0,621;0,841;0,157;0,707;0,293;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,070;-0,075;-0,075;Boo;1,249
16;NPC_16;Blue;Histrionic;0,413;0,129;0,525;0,481;0,579;0,421;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,010;0,012;-0,041;Boo;1,249
