AgentID;AgentName;Team;Personality;Openness;Conscientiousness;Extraversion;Agreeableness;Neuroticism;Stability;PrevMood_P;PrevMood_A;PrevMood_D;EventID;Emotion;EmotionIntensity;NewMood_P;NewMood_A;NewMood_D;Action;Time
1;NPC_1;Red;Non_theatrical;0,090;0,378;0,045;0,337;0,855;0,145;0,000;0,000;0,000;teamScores;Gratification;0,972;0,161;0,116;0,084;Chant;1,955
2;NPC_2;Blue;Borderline;0,907;0,704;0,891;0,329;0,747;0,253;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,061;-0,066;-0,065;Boo;1,955
3;NPC_3;Red;Borderline;0,934;0,924;0,862;0,449;0,771;0,229;0,000;0,000;0,000;teamScores;Gratification;1,000;0,182;0,112;0,166;Celebrate;1,955
4;NPC_4;Blue;Non_theatrical;0,600;0,832;0,538;0,562;0,281;0,719;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,001;-0,002;-0,029;WatchCalmly;1,955
5;NPC_5;Red;Unpretentious;0,441;0,491;0,357;0,668;0,542;0,458;0,000;0,000;0,000;teamScores;Gratification;1,000;0,161;0,089;0,090;Chant;1,955
6;NPC_6;Red;Histrionic;0,443;0,326;0,523;0,431;0,495;0,505;0,000;0,000;0,000;teamScores;Gratification;1,000;0,146;0,074;0,103;Chant;1,955
7;NPC_7;Red;Prosocial;0,122;0,477;0,301;0,664;0,484;0,516;0,000;0,000;0,000;teamScores;Gratification;1,000;0,153;0,081;0,076;Chant;1,955
8;NPC_8;Blue;Straightforward;0,492;0,531;0,594;0,548;0,219;0,781;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,002;-0,005;-0,026;WatchCalmly;1,955
9;NPC_9;Red;Straightforward;0,075;0,767;0,335;0,950;0,042;0,958;0,000;0,000;0,000;teamScores;Gratification;1,000;0,106;0,041;0,043;Chant;1,955
10;NPC_10;Blue;Non_theatrical;0,364;0,398;0,205;0,317;0,718;0,282;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,073;-0,068;-0,130;WatchCalmly;1,955
11;NPC_11;Red;Unpretentious;0,087;0,465;0,086;0,506;0,553;0,447;0,000;0,000;0,000;teamScores;Gratification;0,979;0,147;0,082;0,067;Chant;1,955
12;NPC_12;Blue;Histrionic;0,397;0,191;0,480;0,229;0,737;0,263;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,074;-0,071;-0,106;Boo;1,955
13;NPC_13;Red;Antisocial;0,984;0,516;0,565;0,458;0,407;0,593;0,000;0,000;0,000;teamScores;Gratification;1,000;0,139;0,065;0,106;Celebrate;1,955
14;NPC_14;Blue;Unpretentious;0,514;0,554;0,278;0,575;0,445;0,555;0,000;0,000;0,000;enemyScores;Distress;1,000;-0,022;-0,043;-0,069;WatchCalmly;1,955
15;NPC_15;Red;Non_theatrical;0,517;0,610;0,210;0,546;0,402;0,598;0,000;0,000;0,000;teamScores;Gratification;1,000;0,137;0,067;0,074;Celebrate;1,955
16;NPC_16;Red;Histrionic;0,552;0,127;0,709;0,191;0,388;0,612;0,000;0,000;0,000;teamScores;Gratification;1,000;0,127;0,054;0,112;Celebrate;1,955
17;NPC_17;Blue;Prosocial;0,185;0,896;0,353;0,976;0,149;0,851;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,016;0,003;-0,046;FormGroup;1,955
18;NPC_18;Blue;Narcissistic;0,470;0,726;0,988;0,438;0,169;0,831;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,003;-0,010;-0,004;ComfortAlly;1,955
19;NPC_19;Blue;Unpretentious;0,969;0,936;0,635;0,998;0,229;0,771;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,020;0,008;-0,025;FormGroup;1,955
20;NPC_20;Blue;Histrionic;0,402;0,107;0,792;0,542;0,893;0,107;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,059;-0,052;-0,100;WatchCalmly;1,955
21;NPC_21;Blue;Borderline;0,717;0,497;0,272;0,491;0,963;0,037;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,079;-0,051;-0,143;WatchCalmly;1,955
22;NPC_22;Red;Straightforward;0,258;0,293;0,754;0,690;0,206;0,794;0,000;0,000;0,000;teamScores;Gratification;1,000;0,128;0,051;0,082;Chant;1,955
23;NPC_23;Red;Prosocial;0,119;0,867;0,159;0,883;0,336;0,664;0,000;0,000;0,000;teamScores;Gratification;0,992;0,143;0,070;0,053;Chant;1,955
